城市,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,精装修，电梯房，中间楼层，双朝南，业主诚意,https://sh.lianjia.com/ershoufang/107107482191.html,2室1厅,56.68平米,南,中楼层(共6层),精装,老沪太路250弄,大宁, 452万,"79,746元/平",1985年建,14天以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,快乐家苑 3室2厅 南,https://sh.lianjia.com/ershoufang/107106693421.html,3室2厅,123.37平米,南,20层,精装,快乐家苑,大宁, 1000万,"81,057元/平",1999年建,4个月以前发布,2人关注,塔楼、近地铁、VR房源、房本满两年
上海,新上房源 ~店长力荐~南北通透~ 有车位 房型好~价格美,https://sh.lianjia.com/ershoufang/107107187267.html,3室2厅,107.69平米,南 北,高楼层(共18层),精装,慧芝湖花园（一二期）,大宁, 1290万,"119,789元/平",2007年建,1个月以前发布,28人关注,板楼、近地铁、VR看装修、房本满五年
上海,大宁区域，多层一梯两户，得房率高。业主诚意出售,https://sh.lianjia.com/ershoufang/107106213539.html,3室2厅,99.41平米,南,7层,精装,宝联小区,大宁, 778万,"78,262元/平",1998年建,7个月以前发布,26人关注,板楼、近地铁、VR看装修、房本满五年
上海,大宁次新楼盘，高区景观，直看三件套，看房方便,https://sh.lianjia.com/ershoufang/107106948752.html,3室2厅,121.1平米,南 北,中楼层(共33层) ,精装,静安府西区,大宁, 1660万,"137,077元/平",,2个月以前发布,13人关注,板楼、VR看装修、房本满两年
上海,满五年，河景房，配套齐全，小区雅致，卧室双面采光,https://sh.lianjia.com/ershoufang/107104815776.html,1室1厅,40.63平米,南,高楼层(共6层),简装,洛川中路952弄,大宁, 363.88万,"89,560元/平",1989年建,一年前发布,25人关注,板楼、VR看装修、房本满五年
上海,南北通+边套全明大三房+近地铁1号线中山北路站采光好,https://sh.lianjia.com/ershoufang/107106217006.html,3室2厅,120.23平米,南,低楼层(共26层),简装,枫景苑,大宁, 1150万,"95,651元/平",2005年建,7个月以前发布,4人关注,板楼、VR看装修、房本满五年
上海,带会所+人车分流+拎包入住+单价低+总价低+诚意出售,https://sh.lianjia.com/ershoufang/107107218810.html,3室2厅,99.95平米,南,中楼层(共33层) ,精装,静安府西区,大宁, 1330万,"133,067元/平",,1个月以前发布,27人关注,板楼、VR看装修、房本满两年
上海,业主诚意出售，看房比较方便，户型也不错,https://sh.lianjia.com/ershoufang/107105337492.html,2室2厅,91.57平米,南 北,高楼层(共6层),精装,心族公寓,大宁, 731万,"79,830元/平",1997年建,一年前发布,50人关注,板楼、近地铁、VR房源、房本满五年
上海,二手买进税费少、地铁口次新小区南北通全明精装小三房,https://sh.lianjia.com/ershoufang/107104771922.html,3室2厅,93.73平米,南 北,低楼层(共23层),精装,上海滩大宁城(公寓),大宁, 950万,"101,355元/平",2011年建,一年前发布,445人关注,板楼、VR看装修、房本满五年
上海,房型正双南双天井 阳光充沛 税费少,https://sh.lianjia.com/ershoufang/107106662314.html,2室1厅,73.07平米,南,低楼层(共6层),简装,灵石路896弄,大宁, 500万,"68,428元/平",1994年建,4个月以前发布,5人关注,板楼、VR房源、房本满两年
上海,电梯房南北通透大两房，近大宁公园，全明户型房屋格局,https://sh.lianjia.com/ershoufang/107107170251.html,2室2厅,112.83平米,南 北,低楼层(共12层),精装,宁泰馨苑,大宁, 1048万,"92,884元/平",2003年建,1个月以前发布,4人关注,板楼、VR房源、房本满五年
上海,大宁经典两房，近灵石公园，总价低，业主诚意！,https://sh.lianjia.com/ershoufang/107106103491.html,2室2厅,71.51平米,南,低楼层(共6层),精装,广茂苑,大宁, 585万,"81,807元/平",1998年建,7个月以前发布,34人关注,板楼、VR看装修、房本满五年
上海,婚房装修，中高区视野好，采光充足,https://sh.lianjia.com/ershoufang/107106780989.html,2室2厅,95.54平米,南,中楼层(共34层),精装,明园森林都市滴翠苑,大宁, 890万,"93,155元/平",2007年建,3个月以前发布,14人关注,塔楼、VR看装修、房本满五年
上海,新上精装满五年小三房、大金空调、地暖、新风、采光好,https://sh.lianjia.com/ershoufang/107106949536.html,3室2厅,93.13平米,南,低楼层(共33层),精装,上海滩大宁城(公寓),大宁, 988万,"106,089元/平",2011年建,2个月以前发布,32人关注,板楼、VR房源、房本满两年
上海,新梅巩贺城 小区中间位置，采光视野都很好，方便看房,https://sh.lianjia.com/ershoufang/107107165377.html,2室2厅,93.62平米,南,低楼层(共14层),精装,新梅共和城,大宁, 958万,"102,329元/平",2004年建,1个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,五十平私家花园，五平储藏室，科技住宅品质高管家服务,https://sh.lianjia.com/ershoufang/107107069651.html,3室2厅,95.58平米,南,低楼层(共22层),精装,大宁金茂府,大宁, 1520万,"159,030元/平",2017年建,2个月以前发布,26人关注,板楼、VR看装修、房本满两年
上海,新上 不靠马路高架  《 市场价100万  满五年 必卖,https://sh.lianjia.com/ershoufang/107106855341.html,3室2厅,95.58平米,南,低楼层(共22层),精装,大宁金茂府,大宁, 1500万,"156,937元/平",2017年建,3个月以前发布,37人关注,板楼、VR看装修、房本满两年
上海,户型正气南北透风 楼层好采光佳 位置安静 诚意出售,https://sh.lianjia.com/ershoufang/107107102160.html,2室2厅,97.7平米,南,中楼层(共29层),精装,宝华现代城,大宁, 1270万,"129,990元/平",2008年建,2个月以前发布,24人关注,板楼、近地铁、VR看装修、房本满五年
上海,五年内新上南北通大三房+满五无个税+高得房率+电梯房,https://sh.lianjia.com/ershoufang/107106834962.html,3室2厅,109.28平米,南 北,中楼层(共8层),精装,城龙公寓,大宁, 1120万,"102,490元/平",2002年建,3个月以前发布,13人关注,板楼、VR看装修、房本满五年
上海,歌林春天馨园1期南北通户型+顶楼复式精装修+阁楼,https://sh.lianjia.com/ershoufang/107105748182.html,3室2厅,96平米,南 北,高楼层(共6层),精装,歌林春天馨园,大宁, 930万,"96,875元/平",2002年建,10个月以前发布,103人关注,板楼、VR看装修、房本满五年
上海,店长力荐！好房20号线地铁站满五无个税,https://sh.lianjia.com/ershoufang/107107240695.html,3室2厅,120.57平米,南 北,高楼层(共6层),简装,嘉茵苑,大宁, 899万,"74,563元/平",1998年建,1个月以前发布,4人关注,板楼、VR看装修、房本满五年
上海,诚心出售！人车分流、精装修、景观森林地铁近+双高架,https://sh.lianjia.com/ershoufang/107107313603.html,3室2厅,135.84平米,南,低楼层(共22层),精装,上海滩大宁城(公寓),大宁, 1380万,"101,591元/平",2012年建,1个月以前发布,8人关注,板楼、VR看装修、房本满五年
上海,大宁久光旁+低总价两房+电梯次新,https://sh.lianjia.com/ershoufang/107106254197.html,2室1厅,48.59平米,南,低楼层(共22层),简装,大宁龙盛雅苑,大宁, 488万,"100,433元/平",2012年建,6个月以前发布,60人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,近公园+电梯三楼+大一房+商圈配套成熟,https://sh.lianjia.com/ershoufang/107106202079.html,1室1厅,48.92平米,南,中楼层(共6层),简装,宜川小区,大宁, 389万,"79,518元/平",1993年建,7个月以前发布,9人关注,板楼、VR房源、房本满五年、随时看房
上海,新上笋盘秒杀房装修不错拎包住租金有保证,https://sh.lianjia.com/ershoufang/107107119580.html,1室1厅,33.28平米,南,中楼层(共6层),精装,延长小区(闸北),大宁, 310万,"93,150元/平",1984年建,2个月以前发布,18人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,电梯高区、双南全明大两房、急售,https://sh.lianjia.com/ershoufang/107107102375.html,2室2厅,106.86平米,南,高楼层(共25层),简装,金纺小区,大宁, 730万,"68,314元/平",1998年建,2个月以前发布,12人关注,塔楼、VR看装修、房本满五年、随时看房
上海,中间楼层，南北通透，采光全明，房子视野好-无遮挡！,https://sh.lianjia.com/ershoufang/107105886858.html,2室1厅,45.87平米,南 北,中楼层(共6层),精装,洛川中路1100弄,大宁, 398万,"86,767元/平",1985年建,9个月以前发布,15人关注,板楼、VR看装修、房本满五年、随时看房
上海,近地铁，邻公园，总校电梯一房，边套全明，全天采光,https://sh.lianjia.com/ershoufang/107106877397.html,1室1厅,61.25平米,南,中楼层(共12层),简装,大宁路660弄,大宁, 490万,"80,000元/平",1995年建,3个月以前发布,3人关注,塔楼、近地铁、VR看装修、房本满五年、随时看房
上海,总校+东边套全明+免征增值税+近地铁,https://sh.lianjia.com/ershoufang/107106807407.html,1室1厅,42.2平米,南,高楼层(共6层),毛坯,大宁路660弄,大宁, 373万,"88,389元/平",1992年建,3个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,满五无个税+电梯房+美丽家园示范小区,https://sh.lianjia.com/ershoufang/107107240731.html,2室1厅,76.41平米,南,高楼层(共6层),简装,绿园小区,大宁, 550万,"71,981元/平",1992年建,1个月以前发布,10人关注,板楼、VR看装修、房本满五年、随时看房
上海,延铁小区 1室0厅 南,https://sh.lianjia.com/ershoufang/107107063829.html,1室0厅,30.3平米,南,高楼层(共5层),精装,延铁小区,大宁, 299万,"98,680元/平",1983年建,2个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,新上 边套全明 中楼层 近地铁 近商圈 26年可用,https://sh.lianjia.com/ershoufang/107107371761.html,1室0厅,30.43平米,西北,中楼层(共6层),精装,延长中路451弄,大宁, 290万,"95,301元/平",1987年建,29天以前发布,10人关注,板楼、近地铁、VR房源、房本满五年、随时看房
上海,2013年房龄，满五年无个税精装全明，房子带有产权车位,https://sh.lianjia.com/ershoufang/107107376297.html,3室2厅,88.44平米,南 北,低楼层(共33层),精装,明园森林都市涵翠苑,大宁, 970万,"109,679元/平",2013年建,28天以前发布,12人关注,塔楼、VR看装修、房本满五年
上海,得房率高78%  双开间朝南 视野采光好 售后公房 税费少,https://sh.lianjia.com/ershoufang/107104906719.html,2室1厅,51.12平米,南,高楼层(共6层),简装,洛川中路1100弄,大宁, 420万,"82,160元/平",1986年建,一年前发布,16人关注,板楼、VR看装修、房本满五年
上海,上海滩大宁城(公寓) 3室2厅 南 北,https://sh.lianjia.com/ershoufang/107106959371.html,3室2厅,97.15平米,南 北,高楼层(共33层),精装,上海滩大宁城(公寓),大宁, 1270万,"130,726元/平",2012年建,2个月以前发布,1人关注,板楼、VR看装修、房本满五年
上海,挨着公园，三恒科技住宅，人车分流，位置安静，拎包住,https://sh.lianjia.com/ershoufang/107106997006.html,4室2厅,179.05平米,南 北,中楼层(共22层),精装,大宁金茂府,大宁, 3250万,"181,514元/平",2019年建,2个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满两年
上海,店长力荐，五星好房，带阳台，采光好,https://sh.lianjia.com/ershoufang/107105346224.html,2室2厅,95.46平米,南,6层,简装,利丰苑,大宁, 760万,"79,615元/平",2001年建,一年前发布,83人关注,板楼、VR看装修、房本满五年
上海,位置好采光无遮挡，二手买进税费低，房东诚售精装可谈,https://sh.lianjia.com/ershoufang/107106725326.html,2室1厅,73.04平米,南 北,6层,精装,锦佳苑,大宁, 680万,"93,100元/平",1997年建,3个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年
上海,位置安静，视野开阔，全天采光。,https://sh.lianjia.com/ershoufang/107106193402.html,2室2厅,88.54平米,南,高楼层(共18层),简装,慧芝湖花园（一二期）,大宁, 1135万,"128,191元/平",2007年建,7个月以前发布,17人关注,板楼、近地铁、VR看装修、房本满五年
上海,业主置换，单价和总价都很有竞争力三房，强烈推荐,https://sh.lianjia.com/ershoufang/107106358098.html,3室2厅,125.97平米,南 北,低楼层(共15层),简装,福泰公寓,大宁, 1150万,"91,292元/平",2001年建,5个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,满五无个税，房子带地下室和花园，花园50平 诚意出售,https://sh.lianjia.com/ershoufang/107105452850.html,3室2厅,139.97平米,南,低楼层(共24层),精装,慧芝湖花园（一二期）,大宁, 1339万,"95,664元/平",2009年建,一年前发布,21人关注,板楼、VR房源、房本满五年
上海,标准三房两厅两卫，售出少，户型好！~！~！~,https://sh.lianjia.com/ershoufang/107106765096.html,3室2厅,152.88平米,南,中楼层(共16层),精装,大宁金茂府,大宁, 2580万,"168,760元/平",2016年建,3个月以前发布,35人关注,板楼、近地铁、VR看装修、房本满两年
上海,户型方正！得房率95%！详情欢迎咨询！~,https://sh.lianjia.com/ershoufang/107107210484.html,3室2厅,107.98平米,南,低楼层(共22层),精装,大宁金茂府,大宁, 2100万,"194,481元/平",2018年建,1个月以前发布,14人关注,板楼、VR看装修、房本满两年
上海,满五年  税费少  单价低  精装  地段好,https://sh.lianjia.com/ershoufang/107105298858.html,2室1厅,53.21平米,南,6层,精装,洛川中路901弄,大宁, 415万,"77,993元/平",1988年建,一年前发布,47人关注,板楼、近地铁、VR看装修、房本满五年
上海,电梯高区+二手买进税费低+房间都有飘窗,https://sh.lianjia.com/ershoufang/107107158726.html,2室2厅,93.59平米,南,中楼层(共12层),精装,新梅共和城,大宁, 990万,"105,781元/平",2005年建,1个月以前发布,11人关注,板楼、近地铁、VR看装修、房本满五年
上海,店长力荐凤凰楼层视野开阔经典双南户型有车位,https://sh.lianjia.com/ershoufang/107106688778.html,2室2厅,88.85平米,南,高楼层(共28层),精装,慧芝湖花园（一二期）,大宁, 1118万,"125,831元/平",2007年建,4个月以前发布,19人关注,板楼、近地铁、VR看装修、房本满五年
